Experiment Number,ROB Size,IQ Size,LQ Size,SQ Size,Number of Physical Registers,CPU Fetch Width,Number of Cycles,Power
17016,128,16,128,1024,256,4,29564530,9.77658
17017,128,16,128,1024,256,6,29304322,14.0309
17018,128,16,128,1024,256,8,29513118,19.125
17019,128,16,128,1024,512,2,30083962,9.77482
17020,128,16,128,1024,512,4,29564530,12.2279
17021,128,16,128,1024,512,6,29304322,14.9625
17022,128,16,128,1024,512,8,29513118,20.8384
17023,128,16,128,1024,1024,2,30083962,9.98182
17024,128,16,128,1024,1024,4,29564530,13.3601
17025,128,16,128,1024,1024,6,29304322,19.9962
17026,128,16,128,1024,1024,8,29513118,137.4
17027,128,16,128,1024,2048,2,30083962,10.3347
17028,128,16,128,1024,2048,4,29564530,14.353
17029,128,16,256,16,64,2,29273251,7.09146
17030,128,16,256,16,64,4,29573140,7.62332
17031,128,16,256,16,64,6,31211458,8.44297
17032,128,16,256,16,64,8,29372535,9.60903
17033,128,16,256,16,128,2,29584636,7.12263
17034,128,16,256,16,128,4,29538276,7.69869
17035,128,16,256,16,128,6,31190872,8.57895
17036,128,16,256,16,128,8,29438272,9.82601
17037,128,16,256,16,256,2,29584636,7.17548
17038,128,16,256,16,256,4,29538276,7.83998
17039,128,16,256,16,256,6,31190872,12.0961
17040,128,16,256,16,256,8,29438272,17.1916
17041,128,16,256,16,512,2,29584636,7.83674
17042,128,16,256,16,512,4,29538276,10.2911
17043,128,16,256,16,512,6,31190872,13.0268
17044,128,16,256,16,512,8,29438272,18.9044
17045,128,16,256,16,1024,2,29584636,8.0425
17046,128,16,256,16,1024,4,29538276,11.4229
17047,128,16,256,16,1024,6,31190872,18.0616
17048,128,16,256,16,1024,8,29438272,135.472
17049,128,16,256,16,2048,2,29584636,8.39429
17050,128,16,256,16,2048,4,29538276,12.4152
17051,128,16,256,64,64,2,30076369,7.10901
17052,128,16,256,64,64,4,29525996,7.64087
17053,128,16,256,64,64,6,28451546,8.46051
17054,128,16,256,64,64,8,31573235,9.62656
17055,128,16,256,64,128,2,30084070,7.14023
17056,128,16,256,64,128,4,29564530,7.71628
17057,128,16,256,64,128,6,29305930,8.59653
17058,128,16,256,64,128,8,30226882,9.84359
17059,128,16,256,64,256,2,30084070,7.19311
17060,128,16,256,64,256,4,29564530,7.85762
17061,128,16,256,64,256,6,29305930,12.1137
17062,128,16,256,64,256,8,30226882,17.2092
17063,128,16,256,64,512,2,30084070,7.85441
17064,128,16,256,64,512,4,29564530,10.3087
17065,128,16,256,64,512,6,29305930,13.0445
17066,128,16,256,64,512,8,30226882,18.9221
17067,128,16,256,64,1024,2,30084070,8.06021
17068,128,16,256,64,1024,4,29564530,11.4406
17069,128,16,256,64,1024,6,29305930,18.0792
17070,128,16,256,64,1024,8,30226882,135.49
17071,128,16,256,64,2048,2,30084070,8.41204
17072,128,16,256,64,2048,4,29564530,12.4329
17073,128,16,256,128,64,2,30070739,7.12962
17074,128,16,256,128,64,4,29525996,7.66147
17075,128,16,256,128,64,6,28451518,8.48111
17076,128,16,256,128,64,8,31573219,9.64715
17077,128,16,256,128,128,2,30083962,7.16089
17078,128,16,256,128,128,4,29564530,7.73694
17079,128,16,256,128,128,6,29304322,8.61718
17080,128,16,256,128,128,8,30226142,9.86423
17081,128,16,256,128,256,2,30083962,7.21383
17082,128,16,256,128,256,4,29564530,7.87832
17083,128,16,256,128,256,6,29304322,12.1344
17084,128,16,256,128,256,8,30226142,17.2299
17085,128,16,256,128,512,2,30083962,7.87517
17086,128,16,256,128,512,4,29564530,10.3295
17087,128,16,256,128,512,6,29304322,13.0652
17088,128,16,256,128,512,8,30226142,18.9428
17089,128,16,256,128,1024,2,30083962,8.08103
17090,128,16,256,128,1024,4,29564530,11.4614
17091,128,16,256,128,1024,6,29304322,18.1
17092,128,16,256,128,1024,8,30226142,135.511
17093,128,16,256,128,2048,2,30083962,8.4329
17094,128,16,256,128,2048,4,29564530,12.4538
17095,128,16,256,256,64,2,30070739,7.16932
17096,128,16,256,256,64,4,29525996,7.70116
17097,128,16,256,256,64,6,28448658,8.52079
17098,128,16,256,256,64,8,31573219,9.68681
17099,128,16,256,256,128,2,30083962,7.2007
17100,128,16,256,256,128,4,29564530,7.77674
17101,128,16,256,256,128,6,29304322,8.65697
17102,128,16,256,256,128,8,29513118,9.90399
17103,128,16,256,256,256,2,30083962,7.25374
17104,128,16,256,256,256,4,29564530,7.91822
17105,128,16,256,256,256,6,29304322,12.1743
17106,128,16,256,256,256,8,29513118,17.2697
17107,128,16,256,256,512,2,30083962,7.91518
17108,128,16,256,256,512,4,29564530,10.3695
17109,128,16,256,256,512,6,29304322,13.1052
17110,128,16,256,256,512,8,29513118,18.9827
17111,128,16,256,256,1024,2,30083962,8.12114
17112,128,16,256,256,1024,4,29564530,11.5015
17113,128,16,256,256,1024,6,29304322,18.14
17114,128,16,256,256,1024,8,29513118,135.551
17115,128,16,256,256,2048,2,30083962,8.47311
17116,128,16,256,256,2048,4,29564530,12.4939
17117,128,16,256,512,64,2,30070739,8.84144
17118,128,16,256,512,64,4,29525996,9.37289
17119,128,16,256,512,64,6,28447800,10.192
17120,128,16,256,512,64,8,31573219,11.3573
17121,128,16,256,512,128,2,30083962,8.87397
17122,128,16,256,512,128,4,29564530,9.44958
17123,128,16,256,512,128,6,29304322,10.3292
17124,128,16,256,512,128,8,29513118,11.5755
17125,128,16,256,512,256,2,30083962,8.92814
17126,128,16,256,512,256,4,29564530,9.59208
17127,128,16,256,512,256,6,29304322,13.8466
17128,128,16,256,512,256,8,29513118,18.9408
17129,128,16,256,512,512,2,30083962,9.59021
17130,128,16,256,512,512,4,29564530,12.0434
17131,128,16,256,512,512,6,29304322,14.7782
17132,128,16,256,512,512,8,29513118,20.6542
17133,128,16,256,512,1024,2,30083962,9.79712
17134,128,16,256,512,1024,4,29564530,13.1756
17135,128,16,256,512,1024,6,29304322,19.812
17136,128,16,256,512,1024,8,29513118,137.217
17137,128,16,256,512,2048,2,30083962,10.1499
17138,128,16,256,512,2048,4,29564530,14.1685
17139,128,16,256,1024,64,2,30070739,9.06544
17140,128,16,256,1024,64,4,29525996,9.59684
17141,128,16,256,1024,64,6,28447800,10.4159
17142,128,16,256,1024,64,8,31573219,11.5811
17143,128,16,256,1024,128,2,30083962,9.09819
17144,128,16,256,1024,128,4,29564530,9.67374
17145,128,16,256,1024,128,6,29304322,10.5533
17146,128,16,256,1024,128,8,29513118,11.7994
17147,128,16,256,1024,256,2,30083962,9.15256
17148,128,16,256,1024,256,4,29564530,9.81644
17149,128,16,256,1024,256,6,29304322,14.0708
17150,128,16,256,1024,256,8,29513118,19.1648
17151,128,16,256,1024,512,2,30083962,9.81478
17152,128,16,256,1024,512,4,29564530,12.2679
17153,128,16,256,1024,512,6,29304322,15.0025
17154,128,16,256,1024,512,8,29513118,20.8783
17155,128,16,256,1024,1024,2,30083962,10.0219
17156,128,16,256,1024,1024,4,29564530,13.4001
17157,128,16,256,1024,1024,6,29304322,20.0362
17158,128,16,256,1024,1024,8,29513118,137.44
17159,128,16,256,1024,2048,2,30083962,10.3748
17160,128,16,256,1024,2048,4,29564530,14.3931
17161,128,16,512,16,64,2,29273251,8.76366
17162,128,16,512,16,64,4,29573140,9.29513
17163,128,16,512,16,64,6,31211458,10.1142
17164,128,16,512,16,64,8,29372535,11.2796
17165,128,16,512,16,128,2,29584636,8.79599
17166,128,16,512,16,128,4,29538276,9.37161
17167,128,16,512,16,128,6,31190872,10.2513
17168,128,16,512,16,128,8,29438272,11.4976
17169,128,16,512,16,256,2,29584636,8.84995
17170,128,16,512,16,256,4,29538276,9.51392
17171,128,16,512,16,256,6,31190872,13.7685
17172,128,16,512,16,256,8,29438272,18.8627
17173,128,16,512,16,512,2,29584636,9.51185
17174,128,16,512,16,512,4,29538276,11.9651
17175,128,16,512,16,512,6,31190872,14.6999
17176,128,16,512,16,512,8,29438272,20.5759
17177,128,16,512,16,1024,2,29584636,9.71856
17178,128,16,512,16,1024,4,29538276,13.0971
17179,128,16,512,16,1024,6,31190872,19.7336
17180,128,16,512,16,1024,8,29438272,137.139
17181,128,16,512,16,2048,2,29584636,10.0712
17182,128,16,512,16,2048,4,29538276,14.0898
17183,128,16,512,64,64,2,30076369,8.78119
17184,128,16,512,64,64,4,29525996,9.31266
17185,128,16,512,64,64,6,28451546,10.1318
17186,128,16,512,64,64,8,31573235,11.2971
17187,128,16,512,64,128,2,30084070,8.81357
17188,128,16,512,64,128,4,29564530,9.38918
17189,128,16,512,64,128,6,29305930,10.2688
17190,128,16,512,64,128,8,30226882,11.5151
17191,128,16,512,64,256,2,30084070,8.86757
17192,128,16,512,64,256,4,29564530,9.53153
17193,128,16,512,64,256,6,29305930,13.7861
17194,128,16,512,64,256,8,30226882,18.8803
17195,128,16,512,64,512,2,30084070,9.5295
17196,128,16,512,64,512,4,29564530,11.9828
17197,128,16,512,64,512,6,29305930,14.7175
17198,128,16,512,64,512,8,30226882,20.5936
17199,128,16,512,64,1024,2,30084070,9.73625
17200,128,16,512,64,1024,4,29564530,13.1148
17201,128,16,512,64,1024,6,29305930,19.7512
17202,128,16,512,64,1024,8,30226882,137.156
17203,128,16,512,64,2048,2,30084070,10.0889
17204,128,16,512,64,2048,4,29564530,14.1075
17205,128,16,512,128,64,2,30070739,8.80178
17206,128,16,512,128,64,4,29525996,9.33324
17207,128,16,512,128,64,6,28451518,10.1523
17208,128,16,512,128,64,8,31573219,11.3177
17209,128,16,512,128,128,2,30083962,8.83421
17210,128,16,512,128,128,4,29564530,9.40982
17211,128,16,512,128,128,6,29304322,10.2895
17212,128,16,512,128,128,8,30226142,11.5357
17213,128,16,512,128,256,2,30083962,8.88827
17214,128,16,512,128,256,4,29564530,9.55222
17215,128,16,512,128,256,6,29304322,13.8068
17216,128,16,512,128,256,8,30226142,18.901
17217,128,16,512,128,512,2,30083962,9.55024
17218,128,16,512,128,512,4,29564530,12.0035
17219,128,16,512,128,512,6,29304322,14.7382
17220,128,16,512,128,512,8,30226142,20.6143
17221,128,16,512,128,1024,2,30083962,9.75705
17222,128,16,512,128,1024,4,29564530,13.1356
17223,128,16,512,128,1024,6,29304322,19.772
17224,128,16,512,128,1024,8,30226142,137.177
17225,128,16,512,128,2048,2,30083962,10.1097
17226,128,16,512,128,2048,4,29564530,14.1283
17227,128,16,512,256,64,2,30070739,8.84144
17228,128,16,512,256,64,4,29525996,9.37289
17229,128,16,512,256,64,6,28448658,10.192
17230,128,16,512,256,64,8,31573219,11.3573
17231,128,16,512,256,128,2,30083962,8.87397
17232,128,16,512,256,128,4,29564530,9.44958
17233,128,16,512,256,128,6,29304322,10.3292
17234,128,16,512,256,128,8,29513118,11.5755
17235,128,16,512,256,256,2,30083962,8.92814
17236,128,16,512,256,256,4,29564530,9.59208
17237,128,16,512,256,256,6,29304322,13.8466
17238,128,16,512,256,256,8,29513118,18.9408
17239,128,16,512,256,512,2,30083962,9.59021
17240,128,16,512,256,512,4,29564530,12.0434
17241,128,16,512,256,512,6,29304322,14.7782
17242,128,16,512,256,512,8,29513118,20.6542
17243,128,16,512,256,1024,2,30083962,9.79712
17244,128,16,512,256,1024,4,29564530,13.1756
17245,128,16,512,256,1024,6,29304322,19.812
17246,128,16,512,256,1024,8,29513118,137.217
17247,128,16,512,256,2048,2,30083962,10.1499
17248,128,16,512,256,2048,4,29564530,14.1685
17249,128,16,512,512,64,2,30070739,10.5117
17250,128,16,512,512,64,4,29525996,11.0429
17251,128,16,512,512,64,6,28447800,11.8615
17252,128,16,512,512,64,8,31573219,13.0263
17253,128,16,512,512,128,2,30083962,10.5454
17254,128,16,512,512,128,4,29564530,11.1207
17255,128,16,512,512,128,6,29304322,11.9998
17256,128,16,512,512,128,8,29513118,13.2454
17257,128,16,512,512,256,2,30083962,10.6007
17258,128,16,512,512,256,4,29564530,11.2642
17259,128,16,512,512,256,6,29304322,15.5175
17260,128,16,512,512,256,8,29513118,20.6106
17261,128,16,512,512,512,2,30083962,11.2635
17262,128,16,512,512,512,4,29564530,13.7159
17263,128,16,512,512,512,6,29304322,16.4498
17264,128,16,512,512,512,8,29513118,22.3245
17265,128,16,512,512,1024,2,30083962,11.4714
17266,128,16,512,512,1024,4,29564530,14.8484
17267,128,16,512,512,1024,6,29304322,21.4829
17268,128,16,512,512,1024,8,29513118,138.883
17269,128,16,512,512,2048,2,30083962,11.8251
17270,128,16,512,512,2048,4,29564530,15.8417
17271,128,16,512,1024,64,2,30070739,10.7355
17272,128,16,512,1024,64,4,29525996,11.2666
17273,128,16,512,1024,64,6,28447800,12.0852
17274,128,16,512,1024,64,8,31573219,13.2499
17275,128,16,512,1024,128,2,30083962,10.7694
17276,128,16,512,1024,128,4,29564530,11.3446
17277,128,16,512,1024,128,6,29304322,12.2237
17278,128,16,512,1024,128,8,29513118,13.4692
17279,128,16,512,1024,256,2,30083962,10.8249
17280,128,16,512,1024,256,4,29564530,11.4884
17281,128,16,512,1024,256,6,29304322,15.7415
17282,128,16,512,1024,256,8,29513118,20.8345
17283,128,16,512,1024,512,2,30083962,11.4879
17284,128,16,512,1024,512,4,29564530,13.9401
17285,128,16,512,1024,512,6,29304322,16.6739
17286,128,16,512,1024,512,8,29513118,22.5485
17287,128,16,512,1024,1024,2,30083962,11.696
17288,128,16,512,1024,1024,4,29564530,15.0727
17289,128,16,512,1024,1024,6,29304322,21.707
17290,128,16,512,1024,1024,8,29513118,139.106
17291,128,16,512,1024,2048,2,30083962,12.0498
17292,128,16,512,1024,2048,4,29564530,16.0662
17293,128,16,1024,16,64,2,29273251,8.98767
17294,128,16,1024,16,64,4,29573140,9.51909
17295,128,16,1024,16,64,6,31211458,10.3381
17296,128,16,1024,16,64,8,29372535,11.5034
17297,128,16,1024,16,128,2,29584636,9.02021
17298,128,16,1024,16,128,4,29538276,9.59578
17299,128,16,1024,16,128,6,31190872,10.4753
17300,128,16,1024,16,128,8,29438272,11.7215
17301,128,16,1024,16,256,2,29584636,9.07439
17302,128,16,1024,16,256,4,29538276,9.73828
17303,128,16,1024,16,256,6,31190872,13.9927
17304,128,16,1024,16,256,8,29438272,19.0867
17305,128,16,1024,16,512,2,29584636,9.73643
17306,128,16,1024,16,512,4,29538276,12.1895
17307,128,16,1024,16,512,6,31190872,14.9242
17308,128,16,1024,16,512,8,29438272,20.8001
17309,128,16,1024,16,1024,2,29584636,9.94333
17310,128,16,1024,16,1024,4,29538276,13.3217
17311,128,16,1024,16,1024,6,31190872,19.9578
17312,128,16,1024,16,1024,8,29438272,137.362
17313,128,16,1024,16,2048,2,29584636,10.2961
17314,128,16,1024,16,2048,4,29538276,14.3144
17315,128,16,1024,64,64,2,30076369,9.0052
17316,128,16,1024,64,64,4,29525996,9.53662
17317,128,16,1024,64,64,6,28451546,10.3556
17318,128,16,1024,64,64,8,31573235,11.5209
17319,128,16,1024,64,128,2,30084070,9.03779
17320,128,16,1024,64,128,4,29564530,9.61335
17321,128,16,1024,64,128,6,29305930,10.4929
17322,128,16,1024,64,128,8,30226882,11.7391
17323,128,16,1024,64,256,2,30084070,9.09201
17324,128,16,1024,64,256,4,29564530,9.7559
17325,128,16,1024,64,256,6,29305930,14.0103
17326,128,16,1024,64,256,8,30226882,19.1043
17327,128,16,1024,64,512,2,30084070,9.75408
17328,128,16,1024,64,512,4,29564530,12.2072
17329,128,16,1024,64,512,6,29305930,14.9418
17330,128,16,1024,64,512,8,30226882,20.8177
17331,128,16,1024,64,1024,2,30084070,9.96102
17332,128,16,1024,64,1024,4,29564530,13.3393
17333,128,16,1024,64,1024,6,29305930,19.9755
17334,128,16,1024,64,1024,8,30226882,137.38
17335,128,16,1024,64,2048,2,30084070,10.3138
17336,128,16,1024,64,2048,4,29564530,14.3321
17337,128,16,1024,128,64,2,30070739,9.02579
17338,128,16,1024,128,64,4,29525996,9.5572
17339,128,16,1024,128,64,6,28451518,10.3762
17340,128,16,1024,128,64,8,31573219,11.5415
17341,128,16,1024,128,128,2,30083962,9.05843
17342,128,16,1024,128,128,4,29564530,9.63399
17343,128,16,1024,128,128,6,29304322,10.5135
17344,128,16,1024,128,128,8,30226142,11.7597
17345,128,16,1024,128,256,2,30083962,9.1127
17346,128,16,1024,128,256,4,29564530,9.77658
17347,128,16,1024,128,256,6,29304322,14.0309
17348,128,16,1024,128,256,8,30226142,19.125
17349,128,16,1024,128,512,2,30083962,9.77482
17350,128,16,1024,128,512,4,29564530,12.2279
17351,128,16,1024,128,512,6,29304322,14.9625
17352,128,16,1024,128,512,8,30226142,20.8384
17353,128,16,1024,128,1024,2,30083962,9.98182
17354,128,16,1024,128,1024,4,29564530,13.3601
17355,128,16,1024,128,1024,6,29304322,19.9962
17356,128,16,1024,128,1024,8,30226142,137.4
17357,128,16,1024,128,2048,2,30083962,10.3347
17358,128,16,1024,128,2048,4,29564530,14.353
17359,128,16,1024,256,64,2,30070739,9.06544
17360,128,16,1024,256,64,4,29525996,9.59684
17361,128,16,1024,256,64,6,28448658,10.4159
17362,128,16,1024,256,64,8,31573219,11.5811
17363,128,16,1024,256,128,2,30083962,9.09819
17364,128,16,1024,256,128,4,29564530,9.67374
17365,128,16,1024,256,128,6,29304322,10.5533
17366,128,16,1024,256,128,8,29513118,11.7994
17367,128,16,1024,256,256,2,30083962,9.15256
17368,128,16,1024,256,256,4,29564530,9.81644
17369,128,16,1024,256,256,6,29304322,14.0708
17370,128,16,1024,256,256,8,29513118,19.1648
17371,128,16,1024,256,512,2,30083962,9.81478
17372,128,16,1024,256,512,4,29564530,12.2679
17373,128,16,1024,256,512,6,29304322,15.0025
17374,128,16,1024,256,512,8,29513118,20.8783
17375,128,16,1024,256,1024,2,30083962,10.0219
17376,128,16,1024,256,1024,4,29564530,13.4001
17377,128,16,1024,256,1024,6,29304322,20.0362
17378,128,16,1024,256,1024,8,29513118,137.44
17379,128,16,1024,256,2048,2,30083962,10.3748
17380,128,16,1024,256,2048,4,29564530,14.3931
17381,128,16,1024,512,64,2,30070739,10.7355
17382,128,16,1024,512,64,4,29525996,11.2666
17383,128,16,1024,512,64,6,28447800,12.0852
17384,128,16,1024,512,64,8,31573219,13.2499
17385,128,16,1024,512,128,2,30083962,10.7694
17386,128,16,1024,512,128,4,29564530,11.3446
17387,128,16,1024,512,128,6,29304322,12.2237
17388,128,16,1024,512,128,8,29513118,13.4692
17389,128,16,1024,512,256,2,30083962,10.8249
17390,128,16,1024,512,256,4,29564530,11.4884
17391,128,16,1024,512,256,6,29304322,15.7415
17392,128,16,1024,512,256,8,29513118,20.8345
17393,128,16,1024,512,512,2,30083962,11.4879
17394,128,16,1024,512,512,4,29564530,13.9401
17395,128,16,1024,512,512,6,29304322,16.6739
17396,128,16,1024,512,512,8,29513118,22.5485
17397,128,16,1024,512,1024,2,30083962,11.696
17398,128,16,1024,512,1024,4,29564530,15.0727
17399,128,16,1024,512,1024,6,29304322,21.707
17400,128,16,1024,512,1024,8,29513118,139.106
17401,128,16,1024,512,2048,2,30083962,12.0498
17402,128,16,1024,512,2048,4,29564530,16.0662
17403,128,16,1024,1024,64,2,30070739,10.9592
17404,128,16,1024,1024,64,4,29525996,11.4903
17405,128,16,1024,1024,64,6,28447800,12.3088
17406,128,16,1024,1024,64,8,31573219,13.4734
17407,128,16,1024,1024,128,2,30083962,10.9934
17408,128,16,1024,1024,128,4,29564530,11.5685
17409,128,16,1024,1024,128,6,29304322,12.4475
17410,128,16,1024,1024,128,8,29513118,13.693
17411,128,16,1024,1024,256,2,30083962,11.0491
17412,128,16,1024,1024,256,4,29564530,11.7125
17413,128,16,1024,1024,256,6,29304322,15.9654
17414,128,16,1024,1024,256,8,29513118,21.0583
17415,128,16,1024,1024,512,2,30083962,11.7122
17416,128,16,1024,1024,512,4,29564530,14.1643
17417,128,16,1024,1024,512,6,29304322,16.898
17418,128,16,1024,1024,512,8,29513118,22.7724
17419,128,16,1024,1024,1024,2,30083962,11.9205
17420,128,16,1024,1024,1024,4,29564530,15.2971
17421,128,16,1024,1024,1024,6,29304322,21.931
17422,128,16,1024,1024,1024,8,29513118,139.329
17423,128,16,1024,1024,2048,2,30083962,12.2745
17424,128,16,1024,1024,2048,4,29564530,16.2907
17425,128,32,16,16,64,2,32379067,7.01499
17426,128,32,16,16,64,4,30412320,7.54843
17427,128,32,16,16,64,6,30810973,8.37044
17428,128,32,16,16,64,8,29744299,9.53962
17429,128,32,16,16,128,4,28970431,7.62361
17430,128,32,16,16,128,6,30754377,8.50622
17431,128,32,16,16,128,8,31906676,9.75641
17432,128,32,16,16,256,4,28970431,7.7647
17433,128,32,16,16,256,6,30754377,12.0232
17434,128,32,16,16,256,8,31906676,17.1219
17435,128,32,16,16,512,4,28970431,10.2156
17436,128,32,16,16,512,6,30754377,12.9538
17437,128,32,16,16,512,8,31906676,18.8345
17438,128,32,16,16,1024,4,28970431,11.3473
17439,128,32,16,16,1024,6,30754377,17.9884
17440,128,32,16,16,1024,8,31906676,135.403
17441,128,32,16,16,2048,4,28970431,12.3394
17442,128,32,16,64,64,2,30962873,7.03255
17443,128,32,16,64,64,4,30413582,7.56598
17444,128,32,16,64,64,6,31479331,8.38798
17445,128,32,16,64,64,8,30591290,9.55716
17446,128,32,16,64,128,4,29495803,7.6412
17447,128,32,16,64,128,6,30237068,8.52381
17448,128,32,16,64,128,8,30166868,9.77399
17449,128,32,16,64,256,4,29495803,7.78233
17450,128,32,16,64,256,6,30237068,12.0408
17451,128,32,16,64,256,8,30166868,17.1395
17452,128,32,16,64,512,4,29495803,10.2333
17453,128,32,16,64,512,6,30237068,12.9714
17454,128,32,16,64,512,8,30166868,18.8522
17455,128,32,16,64,1024,4,29495803,11.365
17456,128,32,16,64,1024,6,30237068,18.0061
17457,128,32,16,64,1024,8,30166868,135.42
17458,128,32,16,64,2048,4,29495803,12.3572
17459,128,32,16,128,64,2,30962873,7.05316
17460,128,32,16,128,64,4,30421938,7.58659
17461,128,32,16,128,64,6,31478569,8.40858
17462,128,32,16,128,64,8,30590884,9.57775
17463,128,32,16,128,128,4,29495737,7.66186
17464,128,32,16,128,128,6,29006842,8.54446
17465,128,32,16,128,128,8,30166500,9.79463
17466,128,32,16,128,256,4,29495737,7.80304
17467,128,32,16,128,256,6,29006842,12.0615
17468,128,32,16,128,256,8,30166500,17.1602
17469,128,32,16,128,512,4,29495737,10.254
17470,128,32,16,128,512,6,29006842,12.9922
17471,128,32,16,128,512,8,30166500,18.8729
17472,128,32,16,128,1024,4,29495737,11.3858
17473,128,32,16,128,1024,6,29006842,18.0268
17474,128,32,16,128,1024,8,30166500,135.441
17475,128,32,16,128,2048,4,29495737,12.378
17476,128,32,16,256,64,2,30962873,7.09286
17477,128,32,16,256,64,4,30421148,7.62628
17478,128,32,16,256,64,6,31478569,8.44826
17479,128,32,16,256,64,8,30590884,9.61741
17480,128,32,16,256,128,4,29494941,7.70165
17481,128,32,16,256,128,6,30238528,8.58424
17482,128,32,16,256,128,8,30166500,9.8344
17483,128,32,16,256,256,4,29494941,7.84295
17484,128,32,16,256,256,6,30238528,12.1014
17485,128,32,16,256,256,8,30166500,17.2
17486,128,32,16,256,512,4,29494941,10.294
17487,128,32,16,256,512,6,30238528,13.0321
17488,128,32,16,256,512,8,30166500,18.9128
17489,128,32,16,256,1024,4,29494941,11.4259
17490,128,32,16,256,1024,6,30238528,18.0669
17491,128,32,16,256,1024,8,30166500,135.481
17492,128,32,16,256,2048,4,29494941,12.4182
17493,128,32,16,512,64,2,30962873,8.76506
17494,128,32,16,512,64,4,30421148,9.29809
17495,128,32,16,512,64,6,31478569,10.1195
17496,128,32,16,512,64,8,30590884,11.288
17497,128,32,16,512,128,4,29494941,9.37457
17498,128,32,16,512,128,6,30238528,10.2565
17499,128,32,16,512,128,8,30166500,11.5059
17500,128,32,16,512,256,4,29494941,9.51688
17501,128,32,16,512,256,6,30238528,13.7738
17502,128,32,16,512,256,8,30166500,18.8711
17503,128,32,16,512,512,4,29494941,11.9681
17504,128,32,16,512,512,6,30238528,14.7052
17505,128,32,16,512,512,8,30166500,20.5843
17506,128,32,16,512,1024,4,29494941,13.1001
17507,128,32,16,512,1024,6,30238528,19.7389
17508,128,32,16,512,1024,8,30166500,137.147
17509,128,32,16,512,2048,4,29494941,14.0927
17510,128,32,16,1024,64,2,30962873,8.98907
17511,128,32,16,1024,64,4,30421148,9.52205
17512,128,32,16,1024,64,6,31478569,10.3434
17513,128,32,16,1024,64,8,30590884,11.5118
17514,128,32,16,1024,128,4,29494941,9.59874
17515,128,32,16,1024,128,6,30238528,10.4806
17516,128,32,16,1024,128,8,30166500,11.7299
17517,128,32,16,1024,256,4,29494941,9.74124
17518,128,32,16,1024,256,6,30238528,13.998
17519,128,32,16,1024,256,8,30166500,19.0951
17520,128,32,16,1024,512,4,29494941,12.1925
17521,128,32,16,1024,512,6,30238528,14.9295
17522,128,32,16,1024,512,8,30166500,20.8084
17523,128,32,16,1024,1024,4,29494941,13.3246
17524,128,32,16,1024,1024,6,30238528,19.9631
17525,128,32,16,1024,1024,8,30166500,137.37
17526,128,32,16,1024,2048,4,29494941,14.3174
17527,128,32,64,16,64,2,32379067,7.03255
17528,128,32,64,16,64,4,30412320,7.56598
17529,128,32,64,16,64,6,30810973,8.38798
17530,128,32,64,16,64,8,29744297,9.55716
17531,128,32,64,16,128,4,28970431,7.6412
17532,128,32,64,16,128,6,31611115,8.52381
17533,128,32,64,16,128,8,31906672,9.77399
17534,128,32,64,16,256,4,28970431,7.78233
17535,128,32,64,16,256,6,31611115,12.0408
17536,128,32,64,16,256,8,31906672,17.1395
17537,128,32,64,16,512,4,28970431,10.2333
17538,128,32,64,16,512,6,31611115,12.9714
17539,128,32,64,16,512,8,31906672,18.8522
17540,128,32,64,16,1024,4,28970431,11.365
17541,128,32,64,16,1024,6,31611115,18.0061
17542,128,32,64,16,1024,8,31906672,135.42
17543,128,32,64,16,2048,4,28970431,12.3572
17544,128,32,64,64,64,2,30962873,7.0501
17545,128,32,64,64,64,4,30413582,7.58353
17546,128,32,64,64,64,6,31479331,8.40553
17547,128,32,64,64,64,8,30591290,9.5747
17548,128,32,64,64,128,4,29495771,7.65879
17549,128,32,64,64,128,6,30237068,8.54139
17550,128,32,64,64,128,8,30157328,9.79157
17551,128,32,64,64,256,4,29495769,7.79996
17552,128,32,64,64,256,6,30237068,12.0584
17553,128,32,64,64,256,8,30157330,17.1571
17554,128,32,64,64,512,4,29495769,10.251
17555,128,32,64,64,512,6,30237068,12.9891
17556,128,32,64,64,512,8,30157330,18.8698
17557,128,32,64,64,1024,4,29495769,11.3827
17558,128,32,64,64,1024,6,30237068,18.0237
17559,128,32,64,64,1024,8,30157330,135.438
17560,128,32,64,64,2048,4,29495769,12.3749
17561,128,32,64,128,64,2,30962873,7.07071
17562,128,32,64,128,64,4,30421938,7.60413
17563,128,32,64,128,64,6,31478569,8.42613
17564,128,32,64,128,64,8,30590884,9.59529
17565,128,32,64,128,128,4,29494669,7.67945
17566,128,32,64,128,128,6,29006842,8.56204
17567,128,32,64,128,128,8,30157236,9.81221
17568,128,32,64,128,256,4,29494669,7.82068
17569,128,32,64,128,256,6,29006842,12.0791
17570,128,32,64,128,256,8,30157236,17.1778
17571,128,32,64,128,512,4,29494669,10.2717
17572,128,32,64,128,512,6,29006842,13.0098
17573,128,32,64,128,512,8,30157236,18.8905
17574,128,32,64,128,1024,4,29494669,11.4035
17575,128,32,64,128,1024,6,29006842,18.0445
17576,128,32,64,128,1024,8,30157236,135.458
17577,128,32,64,128,2048,4,29494669,12.3957
17578,128,32,64,256,64,2,30962873,7.11041
17579,128,32,64,256,64,4,30421148,7.64383
17580,128,32,64,256,64,6,31478569,8.4658
17581,128,32,64,256,64,8,30590884,9.63495
17582,128,32,64,256,128,4,29494669,7.71924
